time,open,high,low,close,volume
2024-01-01T00:54:00,42476.8,42494.9,42476.7,42494.9,27.995
2024-01-01T00:55:00,42494.9,42499.0,42485.7,42498.9,45.79
2024-01-01T00:56:00,42499.0,42519.4,42498.9,42514.4,101.611
2024-01-01T00:57:00,42514.3,42527.2,42509.6,42527.2,81.701
2024-01-01T00:58:00,42527.1,42527.1,42509.4,42520.7,98.775
2024-01-01T00:59:00,42520.7,42520.8,42503.5,42503.5,67.654
2024-01-01T01:00:00,42503.5,42503.6,42484.6,42484.7,107.554
2024-01-01T01:01:00,42484.6,42484.7,42475.4,42475.5,48.55
2024-01-01T01:02:00,42475.5,42494.1,42467.4,42494.0,118.094
2024-01-01T01:03:00,42494.1,42500.5,42469.2,42475.5,83.397
2024-01-01T01:04:00,42475.6,42475.6,42464.8,42464.8,26.346
2024-01-01T01:05:00,42464.8,42475.5,42462.0,42475.5,42.972
2024-01-01T01:06:00,42475.5,42491.2,42466.8,42491.2,45.8
2024-01-01T01:07:00,42491.2,42491.2,42475.8,42485.6,55.211
2024-01-01T01:08:00,42485.7,42485.7,42478.3,42480.7,20.513
2024-01-01T01:09:00,42480.7,42480.7,42467.5,42472.5,56.528
2024-01-01T01:10:00,42472.4,42493.6,42472.4,42477.5,117.072
2024-01-01T01:11:00,42477.4,42481.5,42477.4,42477.4,18.709
2024-01-01T01:12:00,42477.4,42487.3,42473.9,42487.3,25.669
2024-01-01T01:13:00,42487.3,42510.4,42487.2,42510.4,38.041
2024-01-01T01:14:00,42510.4,42510.4,42497.5,42497.6,45.818
2024-01-01T01:15:00,42497.6,42513.9,42497.5,42513.9,54.282
2024-01-01T01:16:00,42514.4,42530.0,42514.3,42529.9,60.706
2024-01-01T01:17:00,42530.0,42530.0,42525.1,42529.3,25.676
2024-01-01T01:18:00,42529.2,42533.3,42520.6,42520.7,32.073
2024-01-01T01:19:00,42520.7,42533.7,42510.3,42532.6,82.716
2024-01-01T01:20:00,42532.6,42538.9,42532.5,42535.3,55.925
2024-01-01T01:21:00,42535.3,42554.9,42535.3,42538.0,127.896
2024-01-01T01:22:00,42538.0,42540.1,42532.1,42532.2,25.198
2024-01-01T01:23:00,42532.1,42532.2,42520.0,42520.0,31.667
2024-01-01T01:24:00,42520.0,42520.1,42509.3,42511.4,76.39
2024-01-01T01:25:00,42510.9,42523.0,42510.9,42519.1,35.508
2024-01-01T01:26:00,42519.1,42544.9,42502.7,42544.8,129.825
2024-01-01T01:27:00,42544.8,42546.1,42540.0,42546.1,22.39
2024-01-01T01:28:00,42546.1,42546.1,42534.0,42534.0,29.69
2024-01-01T01:29:00,42534.0,42534.1,42524.8,42524.8,36.478
2024-01-01T01:30:00,42524.9,42539.1,42524.8,42534.7,37.67
2024-01-01T01:31:00,42534.7,42555.0,42534.6,42555.0,76.454
2024-01-01T01:32:00,42555.0,42591.7,42554.9,42587.3,198.388
2024-01-01T01:33:00,42587.3,42608.6,42587.2,42604.4,197.197
2024-01-01T01:34:00,42604.3,42616.1,42594.1,42598.2,166.229
2024-01-01T01:35:00,42598.3,42659.4,42598.2,42649.1,362.529
2024-01-01T01:36:00,42649.2,42732.8,42649.1,42712.1,880.203
2024-01-01T01:37:00,42712.0,42784.9,42712.0,42754.1,683.586
2024-01-01T01:38:00,42754.1,42832.0,42720.9,42811.3,1320.427
2024-01-01T01:39:00,42811.4,42811.4,42754.2,42763.0,216.352
2024-01-01T01:40:00,42763.0,42775.8,42739.1,42739.1,406.975
2024-01-01T01:41:00,42739.1,42795.1,42709.8,42767.5,485.244
2024-01-01T01:42:00,42767.4,42776.8,42752.2,42752.3,131.055
2024-01-01T01:43:00,42752.2,42754.6,42734.6,42738.9,116.43
2024-01-01T01:44:00,42738.8,42744.8,42733.2,42734.3,110.282
2024-01-01T01:45:00,42734.2,42749.5,42728.0,42728.1,170.09
2024-01-01T01:46:00,42728.0,42745.1,42728.0,42737.3,92.486
2024-01-01T01:47:00,42737.3,42737.3,42706.2,42706.2,104.196
2024-01-01T01:48:00,42706.2,42735.9,42686.9,42709.5,239.855
2024-01-01T01:49:00,42709.5,42750.0,42709.5,42734.9,315.541
2024-01-01T01:50:00,42734.8,42749.1,42715.7,42720.3,60.19
2024-01-01T01:51:00,42720.3,42734.8,42710.4,42731.0,74.339
2024-01-01T01:52:00,42731.0,42731.1,42713.3,42713.3,64.238
2024-01-01T01:53:00,42713.4,42713.4,42695.5,42700.1,67.862
2024-01-01T01:54:00,42700.0,42709.1,42700.0,42700.1,27.956
2024-01-01T01:55:00,42700.1,42707.3,42680.8,42693.1,125.239
2024-01-01T01:56:00,42693.1,42699.9,42659.7,42681.2,222.106
2024-01-01T01:57:00,42681.1,42681.1,42657.6,42660.3,108.368
2024-01-01T01:58:00,42660.3,42669.0,42658.1,42668.9,59.825
2024-01-01T01:59:00,42669.0,42669.0,42642.5,42647.9,245.405
2024-01-01T02:00:00,42647.9,42676.9,42636.3,42643.5,313.712
2024-01-01T02:01:00,42643.4,42647.1,42628.1,42633.6,68.097
2024-01-01T02:02:00,42633.6,42637.1,42624.4,42624.4,101.802
2024-01-01T02:03:00,42624.5,42636.1,42614.6,42618.4,159.026
2024-01-01T02:04:00,42618.5,42619.2,42591.3,42598.5,275.64
2024-01-01T02:05:00,42598.5,42613.0,42582.3,42612.2,142.288
2024-01-01T02:06:00,42612.3,42615.6,42583.9,42598.8,86.817
2024-01-01T02:07:00,42598.8,42611.2,42594.6,42594.6,65.434
2024-01-01T02:08:00,42594.3,42609.1,42585.7,42599.4,112.953
2024-01-01T02:09:00,42599.4,42599.4,42582.7,42582.7,25.38
2024-01-01T02:10:00,42582.8,42588.7,42582.3,42588.0,50.409
2024-01-01T02:11:00,42587.9,42601.8,42587.9,42597.0,46.358
2024-01-01T02:12:00,42597.1,42597.1,42586.0,42587.3,51.54
2024-01-01T02:13:00,42587.2,42587.3,42586.5,42586.6,22.631
2024-01-01T02:14:00,42586.6,42595.0,42578.0,42593.7,58.441
2024-01-01T02:15:00,42593.6,42593.7,42584.1,42589.4,62.581
2024-01-01T02:16:00,42589.4,42597.5,42589.4,42595.4,25.106
2024-01-01T02:17:00,42595.5,42595.5,42562.3,42568.7,175.979
2024-01-01T02:18:00,42568.7,42579.2,42568.6,42578.0,43.962
2024-01-01T02:19:00,42578.0,42578.0,42567.5,42575.9,37.731
2024-01-01T02:20:00,42576.0,42595.3,42572.5,42595.3,49.026
2024-01-01T02:21:00,42595.3,42595.3,42586.5,42586.5,40.929
2024-01-01T02:22:00,42586.6,42609.4,42578.7,42609.4,85.005
2024-01-01T02:23:00,42609.9,42610.0,42593.1,42594.6,55.655
2024-01-01T02:24:00,42594.6,42594.6,42579.8,42585.8,68.138
2024-01-01T02:25:00,42585.8,42586.9,42581.1,42585.7,39.855
2024-01-01T02:26:00,42585.8,42585.8,42580.4,42580.4,20.437
2024-01-01T02:27:00,42580.4,42582.4,42580.4,42582.3,19.974
2024-01-01T02:28:00,42582.4,42582.4,42579.6,42579.7,21.943
2024-01-01T02:29:00,42579.6,42580.0,42574.7,42575.6,58.133
2024-01-01T02:30:00,42575.6,42612.3,42567.5,42612.3,82.103
2024-01-01T02:31:00,42612.3,42620.0,42612.2,42620.0,61.983
2024-01-01T02:32:00,42619.9,42639.5,42619.9,42639.5,92.438
2024-01-01T02:33:00,42639.5,42639.5,42635.1,42637.7,53.245
2024-01-01T02:34:00,42637.8,42647.6,42637.7,42642.8,59.379
2024-01-01T02:35:00,42642.8,42644.4,42637.9,42641.5,54.994
2024-01-01T02:36:00,42641.5,42642.0,42641.4,42641.9,36.02
2024-01-01T02:37:00,42642.0,42645.3,42607.8,42624.0,128.425
2024-01-01T02:38:00,42624.0,42636.0,42623.9,42629.5,63.113
2024-01-01T02:39:00,42629.6,42629.6,42606.2,42610.2,76.025
2024-01-01T02:40:00,42610.3,42610.3,42595.9,42595.9,42.977
2024-01-01T02:41:00,42595.9,42596.0,42569.9,42573.2,197.857
2024-01-01T02:42:00,42573.2,42587.5,42570.0,42571.6,111.599
2024-01-01T02:43:00,42571.5,42577.8,42571.5,42575.3,47.026
2024-01-01T02:44:00,42575.2,42576.3,42575.2,42576.2,24.693
2024-01-01T02:45:00,42576.2,42576.3,42573.9,42573.9,21.196
2024-01-01T02:46:00,42573.9,42587.1,42573.9,42574.1,65.444
2024-01-01T02:47:00,42574.1,42575.7,42571.2,42571.2,44.53
2024-01-01T02:48:00,42571.3,42575.4,42570.7,42570.7,31.964
2024-01-01T02:49:00,42570.7,42570.8,42545.7,42545.7,120.176
2024-01-01T02:50:00,42545.7,42562.8,42530.0,42562.7,227.042
2024-01-01T02:51:00,42562.7,42625.8,42562.7,42622.4,176.303
2024-01-01T02:52:00,42622.4,42630.0,42610.1,42611.9,126.631
2024-01-01T02:53:00,42611.9,42619.0,42607.0,42614.1,62.586
2024-01-01T02:54:00,42614.1,42617.5,42606.2,42606.3,94.35
2024-01-01T02:55:00,42606.2,42617.5,42600.0,42616.1,42.733
2024-01-01T02:56:00,42616.2,42616.2,42609.6,42614.6,26.495
2024-01-01T02:57:00,42614.6,42623.8,42614.6,42623.7,39.962
2024-01-01T02:58:00,42623.7,42623.8,42623.7,42623.7,28.334
2024-01-01T02:59:00,42623.7,42624.0,42620.4,42620.4,28.462
2024-01-01T03:00:00,42620.5,42623.1,42613.2,42613.2,37.625
2024-01-01T03:01:00,42613.2,42613.3,42602.4,42609.9,57.019
2024-01-01T03:02:00,42609.9,42630.0,42600.2,42627.8,77.841
2024-01-01T03:03:00,42627.9,42627.9,42627.8,42627.8,20.53
2024-01-01T03:04:00,42627.8,42628.5,42588.0,42588.0,127.131
2024-01-01T03:05:00,42588.1,42591.8,42581.6,42591.8,53.098
2024-01-01T03:06:00,42591.8,42613.1,42591.7,42609.2,46.535
2024-01-01T03:07:00,42609.1,42609.2,42594.2,42606.9,49.434
2024-01-01T03:08:00,42606.9,42606.9,42582.8,42588.9,38.21
2024-01-01T03:09:00,42588.9,42589.0,42575.7,42575.7,71.296
2024-01-01T03:10:00,42575.7,42582.8,42575.7,42580.0,24.822
2024-01-01T03:11:00,42579.9,42586.7,42579.9,42580.7,39.397
2024-01-01T03:12:00,42580.7,42589.1,42569.3,42589.1,45.146
2024-01-01T03:13:00,42589.1,42594.5,42571.0,42571.0,40.819
2024-01-01T03:14:00,42571.0,42571.1,42534.8,42544.2,327.944
2024-01-01T03:15:00,42544.2,42544.3,42513.0,42526.6,236.856
2024-01-01T03:16:00,42526.6,42526.7,42505.5,42513.8,180.092
2024-01-01T03:17:00,42513.0,42519.8,42507.7,42513.8,79.96
2024-01-01T03:18:00,42513.9,42526.3,42503.4,42503.4,68.214
2024-01-01T03:19:00,42503.4,42510.0,42486.3,42506.6,392.562
2024-01-01T03:20:00,42506.6,42515.0,42496.0,42496.1,90.222
2024-01-01T03:21:00,42497.5,42510.0,42496.0,42510.0,42.958
2024-01-01T03:22:00,42510.0,42524.4,42489.1,42491.7,77.944
2024-01-01T03:23:00,42491.7,42491.7,42471.2,42471.2,101.682
2024-01-01T03:24:00,42471.3,42481.0,42471.3,42473.7,63.742
2024-01-01T03:25:00,42473.7,42489.3,42473.7,42486.1,50.583
2024-01-01T03:26:00,42486.1,42486.1,42468.0,42468.0,49.218
2024-01-01T03:27:00,42468.0,42475.0,42467.0,42467.0,57.341
2024-01-01T03:28:00,42467.1,42471.9,42461.3,42464.7,62.277
2024-01-01T03:29:00,42464.6,42471.6,42449.0,42466.9,129.981
2024-01-01T03:30:00,42466.9,42493.0,42461.9,42486.3,120.545
2024-01-01T03:31:00,42486.2,42486.3,42457.9,42482.7,86.58
2024-01-01T03:32:00,42482.7,42482.7,42461.6,42466.5,46.928
2024-01-01T03:33:00,42466.4,42466.4,42447.0,42451.4,96.622
2024-01-01T03:34:00,42451.4,42451.4,42445.1,42448.9,33.591
2024-01-01T03:35:00,42448.9,42449.2,42435.0,42449.2,107.344
2024-01-01T03:36:00,42449.2,42473.8,42444.6,42470.2,79.416
2024-01-01T03:37:00,42470.2,42470.2,42454.9,42463.4,36.821
2024-01-01T03:38:00,42463.4,42463.4,42433.0,42433.1,98.652
2024-01-01T03:39:00,42433.0,42433.1,42414.1,42426.4,212.053
2024-01-01T03:40:00,42426.5,42428.6,42403.2,42408.0,117.716
2024-01-01T03:41:00,42408.0,42408.1,42389.8,42397.5,234.113
2024-01-01T03:42:00,42397.5,42397.5,42365.9,42371.6,321.137
2024-01-01T03:43:00,42371.7,42377.5,42270.0,42300.0,993.945
2024-01-01T03:44:00,42300.0,42354.1,42282.1,42331.9,614.375
2024-01-01T03:45:00,42331.9,42331.9,42287.9,42302.1,259.882
2024-01-01T03:46:00,42302.1,42312.0,42275.0,42308.8,332.937
2024-01-01T03:47:00,42308.8,42341.0,42307.7,42328.7,262.476
2024-01-01T03:48:00,42327.5,42352.9,42326.0,42351.3,158.709
2024-01-01T03:49:00,42351.4,42382.5,42346.8,42380.0,314.448
2024-01-01T03:50:00,42379.9,42391.2,42366.0,42370.2,169.686
2024-01-01T03:51:00,42370.2,42370.3,42350.0,42367.5,86.676
2024-01-01T03:52:00,42367.5,42375.1,42360.3,42360.3,70.194
2024-01-01T03:53:00,42360.3,42363.7,42336.0,42339.2,77.262
2024-01-01T03:54:00,42339.2,42357.4,42330.2,42353.3,68.286
2024-01-01T03:55:00,42353.2,42374.0,42342.3,42374.0,54.985
2024-01-01T03:56:00,42374.0,42391.5,42374.0,42379.5,66.601
2024-01-01T03:57:00,42379.6,42385.9,42371.1,42371.1,85.778
2024-01-01T03:58:00,42371.1,42371.1,42350.6,42350.6,58.934
2024-01-01T03:59:00,42350.7,42375.4,42350.6,42369.8,112.709
2024-01-01T04:00:00,42369.8,42369.8,42352.9,42367.3,123.29
2024-01-01T04:01:00,42368.5,42385.8,42368.5,42381.5,52.864
2024-01-01T04:02:00,42381.4,42397.6,42381.4,42393.5,96.322
2024-01-01T04:03:00,42393.5,42403.6,42386.9,42391.1,151.134
2024-01-01T04:04:00,42391.1,42393.0,42386.0,42392.9,84.238
2024-01-01T04:05:00,42393.0,42405.0,42392.9,42404.9,99.844
2024-01-01T04:06:00,42405.0,42413.0,42404.9,42407.4,143.482
2024-01-01T04:07:00,42407.3,42414.2,42405.0,42410.0,40.37
2024-01-01T04:08:00,42410.0,42414.2,42410.0,42411.9,23.521
2024-01-01T04:09:00,42412.0,42412.0,42384.2,42384.2,106.66
2024-01-01T04:10:00,42384.2,42390.1,42379.2,42379.2,51.989
2024-01-01T04:11:00,42379.1,42387.1,42367.2,42387.0,96.066
2024-01-01T04:12:00,42387.0,42393.0,42372.0,42372.1,50.54
2024-01-01T04:13:00,42372.1,42372.1,42325.3,42337.2,255.316
2024-01-01T04:14:00,42337.2,42337.3,42307.8,42324.6,428.125
2024-01-01T04:15:00,42324.6,42327.0,42296.2,42296.2,126.298
2024-01-01T04:16:00,42296.2,42323.8,42288.7,42321.6,202.049
2024-01-01T04:17:00,42321.6,42334.3,42288.6,42294.2,110.644
2024-01-01T04:18:00,42294.2,42296.3,42277.3,42292.3,207.553
2024-01-01T04:19:00,42292.3,42323.9,42292.3,42302.6,110.455
2024-01-01T04:20:00,42302.7,42305.3,42253.8,42262.4,419.695
2024-01-01T04:21:00,42262.4,42278.4,42235.2,42257.4,352.872
2024-01-01T04:22:00,42257.4,42295.6,42256.0,42292.5,153.594
2024-01-01T04:23:00,42292.5,42316.9,42292.4,42316.9,153.877
2024-01-01T04:24:00,42316.9,42353.3,42316.8,42352.2,199.206
2024-01-01T04:25:00,42352.1,42352.2,42325.2,42332.1,124.173
2024-01-01T04:26:00,42332.2,42332.2,42313.4,42330.8,72.191
2024-01-01T04:27:00,42330.8,42330.8,42308.4,42310.8,62.624
2024-01-01T04:28:00,42310.8,42316.9,42307.0,42316.9,74.709
2024-01-01T04:29:00,42316.9,42343.0,42316.9,42342.9,79.998
2024-01-01T04:30:00,42342.9,42360.7,42338.2,42347.7,117.441
2024-01-01T04:31:00,42347.8,42347.8,42334.5,42336.4,54.037
2024-01-01T04:32:00,42336.5,42347.8,42316.5,42347.8,201.685
2024-01-01T04:33:00,42347.8,42357.3,42347.7,42354.2,58.492
2024-01-01T04:34:00,42354.2,42360.7,42352.0,42360.7,30.986
2024-01-01T04:35:00,42360.6,42375.1,42360.6,42373.8,98.198
2024-01-01T04:36:00,42373.7,42378.9,42372.9,42378.9,50.443
2024-01-01T04:37:00,42378.9,42378.9,42360.8,42360.8,37.719
2024-01-01T04:38:00,42360.8,42366.0,42352.3,42353.6,57.033
2024-01-01T04:39:00,42353.6,42375.9,42353.6,42375.9,49.735
2024-01-01T04:40:00,42375.9,42379.1,42358.8,42365.5,74.24
2024-01-01T04:41:00,42365.4,42381.0,42359.0,42378.1,48.555
2024-01-01T04:42:00,42378.1,42378.1,42357.0,42368.6,62.427
2024-01-01T04:43:00,42368.5,42368.5,42337.0,42346.5,61.31
2024-01-01T04:44:00,42346.5,42351.7,42343.7,42347.3,51.625
2024-01-01T04:45:00,42347.4,42358.5,42335.2,42352.8,88.207
2024-01-01T04:46:00,42352.7,42376.7,42352.7,42365.3,60.29
2024-01-01T04:47:00,42365.2,42377.2,42365.2,42377.2,34.656
2024-01-01T04:48:00,42377.2,42390.0,42370.0,42390.0,62.229
2024-01-01T04:49:00,42389.9,42394.6,42370.2,42391.5,98.481
2024-01-01T04:50:00,42391.6,42394.7,42380.1,42380.1,128.446
2024-01-01T04:51:00,42380.1,42393.8,42376.2,42393.8,50.138
2024-01-01T04:52:00,42393.8,42396.3,42387.0,42396.3,35.971
2024-01-01T04:53:00,42396.4,42396.5,42385.8,42385.9,48.496
2024-01-01T04:54:00,42385.8,42402.4,42382.2,42402.4,59.692
2024-01-01T04:55:00,42402.4,42402.4,42393.6,42393.6,60.363
2024-01-01T04:56:00,42393.7,42396.1,42393.5,42394.5,25.967
2024-01-01T04:57:00,42394.6,42404.0,42394.5,42403.9,47.381
2024-01-01T04:58:00,42403.9,42439.8,42403.9,42438.6,168.21
2024-01-01T04:59:00,42438.6,42438.6,42417.8,42436.6,80.384
2024-01-01T05:00:00,42436.6,42440.0,42420.4,42432.0,129.59
2024-01-01T05:01:00,42432.0,42434.9,42384.4,42398.1,171.351
2024-01-01T05:02:00,42398.1,42412.0,42385.8,42395.0,57.924
2024-01-01T05:03:00,42395.0,42395.0,42359.8,42359.8,161.783
2024-01-01T05:04:00,42359.9,42359.9,42351.9,42358.8,59.881
2024-01-01T05:05:00,42358.9,42384.5,42358.9,42378.9,32.149
2024-01-01T05:06:00,42378.9,42390.7,42377.6,42383.1,67.664
2024-01-01T05:07:00,42383.1,42391.6,42371.0,42387.7,67.664
2024-01-01T05:08:00,42387.7,42387.7,42375.5,42382.5,86.493
2024-01-01T05:09:00,42383.1,42383.2,42367.5,42376.0,39.589
2024-01-01T05:10:00,42375.9,42386.4,42375.9,42386.4,34.468
2024-01-01T05:11:00,42386.3,42394.2,42378.2,42381.4,47.761
2024-01-01T05:12:00,42381.5,42381.5,42373.0,42377.0,44.429
2024-01-01T05:13:00,42376.9,42377.0,42371.1,42372.0,27.425
2024-01-01T05:14:00,42372.1,42392.6,42372.0,42389.3,46.917
2024-01-01T05:15:00,42389.4,42392.7,42376.7,42385.7,73.645
2024-01-01T05:16:00,42385.6,42385.6,42368.3,42370.2,52.623
2024-01-01T05:17:00,42370.1,42392.7,42370.1,42391.9,65.339
2024-01-01T05:18:00,42391.9,42395.0,42384.3,42395.0,33.948
2024-01-01T05:19:00,42395.0,42398.5,42385.0,42390.0,118.301
2024-01-01T05:20:00,42390.1,42390.1,42381.6,42381.6,21.184
2024-01-01T05:21:00,42381.6,42381.7,42373.7,42377.1,25.805
2024-01-01T05:22:00,42377.2,42380.3,42377.1,42377.2,22.584
2024-01-01T05:23:00,42377.2,42377.2,42370.1,42374.8,27.774
2024-01-01T05:24:00,42374.7,42374.8,42368.3,42368.3,15.552
2024-01-01T05:25:00,42368.4,42380.0,42368.3,42369.5,41.089
2024-01-01T05:26:00,42369.6,42369.6,42362.6,42365.3,40.539
2024-01-01T05:27:00,42365.3,42365.3,42326.3,42326.3,142.452
2024-01-01T05:28:00,42326.4,42333.2,42325.4,42328.9,68.158
2024-01-01T05:29:00,42328.9,42329.0,42326.2,42326.3,22.953
2024-01-01T05:30:00,42326.2,42341.1,42325.0,42341.1,54.035
2024-01-01T05:31:00,42341.1,42357.1,42325.0,42335.9,93.445
2024-01-01T05:32:00,42335.9,42350.8,42329.0,42332.6,46.543
2024-01-01T05:33:00,42332.9,42351.4,42332.8,42346.0,28.383
2024-01-01T05:34:00,42346.1,42358.1,42344.1,42344.1,51.53
2024-01-01T05:35:00,42344.2,42349.5,42330.6,42333.6,35.748
2024-01-01T05:36:00,42332.5,42332.5,42313.8,42313.8,44.673
2024-01-01T05:37:00,42313.8,42319.2,42304.0,42314.3,85.536
2024-01-01T05:38:00,42314.2,42324.2,42314.2,42321.9,46.133
2024-01-01T05:39:00,42322.0,42322.0,42310.0,42310.8,41.082
2024-01-01T05:40:00,42310.7,42322.4,42307.3,42315.5,79.401
2024-01-01T05:41:00,42315.4,42332.2,42310.7,42332.2,53.19
2024-01-01T05:42:00,42332.1,42332.2,42313.7,42321.5,48.151
2024-01-01T05:43:00,42321.5,42339.0,42321.4,42339.0,45.921
2024-01-01T05:44:00,42339.0,42339.0,42329.3,42335.7,26.381
2024-01-01T05:45:00,42335.8,42335.8,42306.9,42307.0,61.687
2024-01-01T05:46:00,42306.9,42306.9,42302.0,42302.0,50.866
2024-01-01T05:47:00,42302.0,42302.1,42285.2,42290.5,153.785
2024-01-01T05:48:00,42290.5,42298.8,42278.7,42278.7,108.016
2024-01-01T05:49:00,42278.8,42278.8,42270.4,42273.0,73.984
2024-01-01T05:50:00,42273.0,42273.1,42242.0,42254.0,225.399
2024-01-01T05:51:00,42254.0,42268.7,42243.0,42267.0,101.296
2024-01-01T05:52:00,42266.9,42270.0,42266.9,42269.5,27.605
2024-01-01T05:53:00,42269.4,42278.1,42269.4,42278.0,52.302
2024-01-01T05:54:00,42278.1,42280.0,42251.5,42261.7,67.664
2024-01-01T05:55:00,42261.6,42261.7,42244.2,42244.2,58.259
2024-01-01T05:56:00,42244.2,42245.8,42207.9,42244.0,345.593
2024-01-01T05:57:00,42244.0,42265.1,42240.5,42265.0,71.953
2024-01-01T05:58:00,42265.0,42270.5,42260.4,42267.3,77.161
2024-01-01T05:59:00,42267.2,42272.7,42265.6,42272.6,36.801
2024-01-01T06:00:00,42272.6,42272.7,42251.0,42253.2,106.269
2024-01-01T06:01:00,42253.3,42253.3,42239.1,42250.5,77.083
2024-01-01T06:02:00,42250.4,42278.1,42250.4,42278.1,70.025
2024-01-01T06:03:00,42278.1,42300.5,42278.0,42300.5,125.065
2024-01-01T06:04:00,42300.5,42309.1,42292.4,42309.1,73.015
2024-01-01T06:05:00,42309.0,42328.8,42304.9,42328.7,172.605
2024-01-01T06:06:00,42328.7,42337.8,42328.7,42333.3,133.121
2024-01-01T06:07:00,42333.4,42337.8,42331.1,42331.1,60.339
2024-01-01T06:08:00,42331.1,42331.2,42313.2,42316.2,85.606
2024-01-01T06:09:00,42316.1,42321.0,42316.1,42320.9,23.752
2024-01-01T06:10:00,42320.9,42321.0,42309.2,42310.9,43.065
2024-01-01T06:11:00,42310.9,42313.0,42310.9,42310.9,17.153
2024-01-01T06:12:00,42310.9,42311.0,42304.0,42304.0,14.296
2024-01-01T06:13:00,42304.1,42315.6,42300.0,42300.0,53.061
2024-01-01T06:14:00,42300.0,42316.7,42294.2,42308.2,72.524
2024-01-01T06:15:00,42308.3,42320.0,42298.1,42320.0,47.493
2024-01-01T06:16:00,42320.0,42341.1,42319.9,42341.1,57.392
